id;ville;csp;nbre_enfant;Date;Prix_Multi;Prix_Alim;Nbre_Pro_Multi;Nre-Prd_Ali
791;Nantes;Militaire;2;86/83/2823;8;185;8;2
846;Nimes;Militaire;2;12/83/2823;8;841;8;8
977;Paris Est;Militaire;2;23/83/2823;8;841;8;5
992;Paris Gare de Lyon;Militaire;1;11/83/2823;8;23;8;8
1885;Paris Gare de Lyon;Militaire;1;83/82/2823;8;36;8;8
1889;Paris Nord;Militaire;1;18/83/2823;8;254;8;6
1111;Paris St Lazare;Militaire;1;18/83/2823;8;254;8;5
1137;Paris St Lazare;Militaire;1;15/82/2823;8;41;8;6
1223;Reims;Militaire;2;24/83/2823;8;156;8;12
1245;Reims;Militaire;2;83/82/2823;8;36;8;8
1255;Reims;Militaire;2;13/82/2823;8;24;8;8
1481;Rouen;Militaire;2;11/83/2823;8;68;8;9
1489;Rouen Rive Droite;Militaire;2;19/83/2823;8;18;8;2
1481;Strasbourg;Militaire;2;28/83/2823;8;541;8;8
1585;Strasbourg;Militaire;2;23/82/2823;8;254;8;8
1529;Strasbourg;Militaire;2;19/83/2823;8;156;8;8
1553;Strasbourg;Militaire;2;22/82/2823;8;25;8;8
1577;Strasbourg;Militaire;2;18/83/2823;8;288;8;2
1681;Strasbourg;Militaire;2;28/83/2823;8;64;8;5
1641;Toulon;Militaire;2;11/83/2823;8;25;8;3
1663;Toulon;Militaire;2;12/82/2823;8;25;8;8
1674;Toulon;Militaire;2;23/82/2823;8;543;8;9
1783;Toulouse Matabiau;Militaire;4;24/83/2823;8;48;8;5
1727;Toulouse Matabiau;Militaire;4;85/82/2823;8;41;8;6
1751;Toulouse Matabiau;Militaire;4;81/83/2823;8;68;8;2
1768;Tours;Militaire;4;18/83/2823;8;25;8;35
1784;Tours;Militaire;4;13/82/2823;8;258;8;2
1799;Tours;Militaire;4;28/82/2823;8;54;8;9
1895;Valence;Militaire;2;84/82/2823;8;841;8;8
1917;Valence;Militaire;2;26/82/2823;8;841;8;1
1928;Valence;Militaire;2;89/83/2823;8;185;8;8
1958;Valence;Militaire;2;89/83/2823;8;185;8;8
1976;Versailles;Militaire;2;14/82/2823;8;52;8;5
273;Caen;Ouvrier, Employer;2;28/82/2823;8;18;8;1
719;Montpellier Saint-Roch;Ouvrier, Employer;2;85/83/2823;8;58;8;8
777;Nantes;Ouvrier, Employer;4;28/82/2823;8;98;8;8
858;Paris;Ouvrier, Employer;1;24/83/2823;8;64;8;8
878;Paris;Ouvrier, Employer;1;14/83/2823;8;251;8;8
885;Paris Austerlitz;Ouvrier, Employer;2;88/82/2823;8;18;8;8
911;Paris Austerlitz;Ouvrier, Employer;2;86/83/2823;8;45;8;9
1839;Paris Montparnasse;Ouvrier, Employer;2;89/83/2823;8;25;8;8
1865;Paris Montparnasse;Ouvrier, Employer;2;14/82/2823;8;86;8;5
1897;Paris Nord;Ouvrier, Employer;1;18/83/2823;8;185;8;8
1919;Valence;Ouvrier, Employer;2;28/82/2823;8;251;8;23
1941;Valence;Ouvrier, Employer;2;22/83/2823;8;251;8;35
1952;Valence;Ouvrier, Employer;2;11/83/2823;8;54;8;2
1967;Versailles;Ouvrier, Employer;2;85/82/2823;8;36;8;5
55;Angers;Ouvrier, Employer;4;86/82/2823;8;25;8;6
126;Avignon;Ouvrier, Employer;2;28/82/2823;8;541;8;5
191;Besancon;Ouvrier, Employer;2;16/83/2823;8;541;8;5
239;Bordeaux;Ouvrier, Employer;2;15/83/2823;8;48;8;8
272;Caen;Ouvrier, Employer;1;27/82/2823;8;24;8;6
319;Cherbourg;Ouvrier, Employer;2;25/82/2823;8;258;8;9
344;Colmar;Ouvrier, Employer;2;81/82/2823;8;541;8;8
381;Grenoble;Ouvrier, Employer;1;18/83/2823;8;24;8;12
392;Grenoble;Ouvrier, Employer;1;21/83/2823;8;48;8;8
487;Hendaye;Ouvrier, Employer;1;15/82/2823;8;258;8;7
417;Laval;Ouvrier, Employer;2;25/82/2823;8;25;8;5
429;Laval;Ouvrier, Employer;2;89/83/2823;8;258;8;1
449;Le Mans;Ouvrier, Employer;1;88/82/2823;8;528;8;2
463;Lens;Ouvrier, Employer;2;22/82/2823;8;185;8;7
518;Lille Flandres;Ouvrier, Employer;2;28/82/2823;8;82;8;5
522;Lille Flandres;Ouvrier, Employer;2;84/83/2823;8;58;8;6
537;Lorient;Ouvrier, Employer;2;19/83/2823;8;98;8;8
549;Lorient;Ouvrier, Employer;2;18/82/2823;8;68;8;3
593;Marseille;Ouvrier, Employer;4;85/82/2823;8;85;8;8
687;Marseille Saint-Charles;Ouvrier, Employer;2;19/82/2823;8;92;8;8
669;Metz;Ouvrier, Employer;4;84/83/2823;8;258;8;2
728;Mulhouse;Ouvrier, Employer;2;14/83/2823;8;54;8;8
753;Nancy;Ouvrier, Employer;2;17/83/2823;8;51;8;3
833;Nimes;Ouvrier, Employer;1;27/82/2823;8;68;8;8
957;Paris Est;Ouvrier, Employer;1;83/83/2823;8;251;8;9
983;Paris Est;Ouvrier, Employer;1;29/83/2823;8;36;8;8
1825;Paris Gare de Lyon;Ouvrier, Employer;2;23/82/2823;8;58;8;8
1848;Paris Montparnasse;Ouvrier, Employer;2;18/83/2823;8;98;8;8
1853;Paris Montparnasse;Ouvrier, Employer;2;82/82/2823;8;49;8;35
1898;Paris Nord;Ouvrier, Employer;2;19/83/2823;8;64;8;12
1122;Paris St Lazare;Ouvrier, Employer;2;21/83/2823;8;82;8;35
1135;Paris St Lazare;Ouvrier, Employer;2;13/82/2823;8;48;8;6
1169;Perpignan;Ouvrier, Employer;2;19/83/2823;8;18;8;1
1193;Poitiers;Ouvrier, Employer;2;22/82/2823;8;98;8;6
1217;Poitiers;Ouvrier, Employer;2;18/83/2823;8;45;8;8
1247;Reims;Ouvrier, Employer;1;85/82/2823;8;25;8;35
1257;Reims;Ouvrier, Employer;1;15/82/2823;8;25;8;8
1269;Reims;Ouvrier, Employer;1;27/82/2823;8;25;8;12
1279;Reims;Ouvrier, Employer;1;89/83/2823;8;25;8;8
1423;Rouen Rive Droite;Ouvrier, Employer;2;12/82/2823;8;68;8;8
1434;Rouen Rive Droite;Ouvrier, Employer;2;23/82/2823;8;258;8;8
1472;Strasbourg;Ouvrier, Employer;2;11/83/2823;8;82;8;1
1496;Strasbourg;Ouvrier, Employer;2;14/82/2823;8;24;8;12
1528;Strasbourg;Ouvrier, Employer;2;18/83/2823;8;528;8;35
1544;Strasbourg;Ouvrier, Employer;2;13/82/2823;8;135;8;1
1568;Strasbourg;Ouvrier, Employer;2;89/83/2823;8;541;8;7
1592;Strasbourg;Ouvrier, Employer;2;11/83/2823;8;254;8;5
1679;Toulon;Ouvrier, Employer;2;28/82/2823;8;1562;8;2
1975;Versailles;Ouvrier, Employer;2;13/82/2823;8;358;8;2
33;Amiens;Retraite;8;85/83/2823;8;25;8;8
45;Amiens;Retraite;8;17/83/2823;8;25;8;8
65;Angers;Retraite;2;16/82/2823;8;36;8;7
137;Bayonne;Retraite;3;11/83/2823;8;288;8;8
175;Belfort ;Retraite;2;28/82/2823;8;41;8;8
288;Besancon;Retraite;1;84/82/2823;8;288;8;5
215;Biarritz;Retraite;2;19/82/2823;8;254;8;8
257;Caen;Retraite;2;12/82/2823;8;541;8;35
278;Caen;Retraite;2;25/82/2823;8;82;8;6
287;Cannes;Retraite;2;14/83/2823;8;85;8;68
389;Cherbourg;Retraite;2;15/82/2823;8;288;8;3
321;Cherbourg;Retraite;2;27/82/2823;8;841;8;8
338;Colmar;Retraite;2;88/83/2823;8;68;8;8
342;Colmar;Retraite;2;28/83/2823;8;135;8;9
383;Grenoble;Retraite;1;12/83/2823;8;25;8;1
485;Hendaye;Retraite;2;13/82/2823;8;25;8;35
414;Laval;Retraite;2;22/82/2823;8;48;8;8
426;Laval;Retraite;2;86/83/2823;8;18;8;8
455;Le Mans;Retraite;4;14/82/2823;8;1562;8;8
464;Lens;Retraite;4;23/82/2823;8;64;8;5
521;Lille Flandres;Retraite;1;83/83/2823;8;254;8;2
535;Lorient;Retraite;2;17/83/2823;8;18;8;8
573;Lyon;Retraite;1;86/83/2823;8;185;8;8
599;Marseille;Retraite;2;11/82/2823;8;52;8;6
688;Marseille Saint-Charles;Retraite;4;28/82/2823;8;1562;8;12
785;Montpellier Saint-Roch;Retraite;2;19/82/2823;8;64;8;8
717;Montpellier Saint-Roch;Retraite;2;83/83/2823;8;251;8;1
751;Nancy;Retraite;2;15/83/2823;8;358;8;8
761;Nancy;Retraite;2;84/82/2823;8;1562;8;8
889;Nice;Retraite;2;83/82/2823;8;41;8;9
849;Nimes;Retraite;2;15/83/2823;8;254;8;35
928;Paris Bercy;Retraite;2;15/83/2823;8;68;8;6
942;Paris Bercy;Retraite;2;16/82/2823;8;68;8;2
978;Paris Est;Retraite;2;24/83/2823;8;541;8;8
1831;Paris Montparnasse;Retraite;2;81/83/2823;8;288;8;23
89;Perpignan;Retraite;2;89/83/2823;8;41;8;2
1271;Reims;Retraite;4;81/83/2823;8;288;8;1
1281;Reims;Retraite;4;11/83/2823;8;258;8;2
1385;Rouen;Retraite;1;23/82/2823;8;23;8;6
1422;Rouen Rive Droite;Retraite;2;11/82/2823;8;25;8;8
1433;Rouen Rive Droite;Retraite;2;22/82/2823;8;98;8;6
1655;Toulon;Retraite;2;84/82/2823;8;841;8;8
1677;Toulon;Retraite;2;26/82/2823;8;86;8;8
1943;Valence;Retraite;1;24/83/2823;8;58;8;7
6;Aix en Provence-TGV;Sans emploi;1;86/82/2823;8;54;8;5
17;Aix en Provence-TGV;Sans emploi;1;17/82/2823;8;251;8;35
54;Angers;Sans emploi;3;85/82/2823;8;18;8;2
66;Angers;Sans emploi;3;17/82/2823;8;41;8;5
151;Bayonne;Sans emploi;1;84/82/2823;8;65;8;8
161;Belfort ;Sans emploi;2;14/82/2823;8;23;8;3
225;Biarritz;Sans emploi;1;81/83/2823;8;54;8;2
233;Bordeaux;Sans emploi;2;89/83/2823;8;135;8;12
295;Cannes;Sans emploi;2;81/82/2823;8;12;8;8
335;Colmar;Sans emploi;2;13/83/2823;8;82;8;12
357;Dijon;Sans emploi;1;14/82/2823;8;82;8;8
368;Dijon;Sans emploi;1;25/82/2823;8;254;8;8
398;Grenoble;Sans emploi;2;19/83/2823;8;254;8;8
481;Hendaye;Sans emploi;1;89/82/2823;8;82;8;3
583;Lille Europe;Sans emploi;2;13/82/2823;8;41;8;3
623;Marseille Saint-Charles;Sans emploi;1;87/83/2823;8;25;8;2
655;Metz;Sans emploi;2;18/82/2823;8;36;8;35
678;Metz;Sans emploi;2;13/83/2823;8;41;8;35
888;Nice;Sans emploi;2;15/83/2823;8;258;8;8
824;Nice;Sans emploi;2;18/82/2823;8;841;8;8
945;Paris Bercy;Sans emploi;2;19/82/2823;8;64;8;5
1882;Paris Gare de Lyon;Sans emploi;2;21/83/2823;8;254;8;8
1815;Paris Gare de Lyon;Sans emploi;2;13/82/2823;8;24;8;8
1182;Poitiers;Sans emploi;2;11/82/2823;8;25;8;8
1194;Poitiers;Sans emploi;2;23/82/2823;8;258;8;8
1286;Poitiers;Sans emploi;2;87/83/2823;8;49;8;8
1232;Reims;Sans emploi;2;11/83/2823;8;23;8;8
1242;Reims;Sans emploi;2;21/83/2823;8;254;8;8
1295;Rennes;Sans emploi;2;84/82/2823;8;64;8;7
1319;Rennes;Sans emploi;2;28/82/2823;8;82;8;5
1343;Rennes;Sans emploi;2;24/83/2823;8;24;8;8
1398;Rouen;Sans emploi;2;88/83/2823;8;36;8;5
1425;Rouen Rive Droite;Sans emploi;1;14/82/2823;8;185;8;8
1447;Rouen Rive Droite;Sans emploi;1;88/83/2823;8;185;8;9
1458;Rouen Rive Droite;Sans emploi;1;19/83/2823;8;841;8;5
1482;Strasbourg;Sans emploi;2;21/83/2823;8;251;8;8
1586;Strasbourg;Sans emploi;2;24/82/2823;8;58;8;8
1538;Strasbourg;Sans emploi;2;28/83/2823;8;51;8;8
1554;Strasbourg;Sans emploi;2;23/82/2823;8;68;8;2
1578;Strasbourg;Sans emploi;2;19/83/2823;8;185;8;5
1682;Strasbourg;Sans emploi;2;21/83/2823;8;54;8;6
1616;Toulon;Sans emploi;1;14/82/2823;8;48;8;8
1638;Toulon;Sans emploi;1;88/83/2823;8;48;8;8
1649;Toulon;Sans emploi;1;19/83/2823;8;24;8;8
1769;Tours;Sans emploi;2;19/83/2823;8;48;8;1
1888;Tours;Sans emploi;2;89/83/2823;8;841;8;6
1841;Troyes;Sans emploi;2;28/83/2823;8;64;8;7
1865;Troyes;Sans emploi;2;23/82/2823;8;82;8;5
1889;Troyes;Sans emploi;2;19/83/2823;8;24;8;8
1929;Valence;Sans emploi;4;18/83/2823;8;64;8;2
1951;Valence;Sans emploi;4;18/83/2823;8;64;8;8
1962;Versailles;Sans emploi;1;21/83/2823;8;541;8;8
1974;Versailles;Sans emploi;1;12/82/2823;8;58;8;1
21;Aix en Provence-TGV;Edutiant;4;21/82/2823;8;36;8;8
56;Angers;Edutiant;5;87/82/2823;8;98;8;1
185;Arles;Edutiant;6;87/82/2823;8;251;8;3
127;Avignon;Edutiant;2;81/83/2823;8;251;8;8
185;Besancon;Edutiant;2;18/83/2823;8;18;8;8
263;Caen;Edutiant;2;18/82/2823;41;58;3;9
378;Grenoble;Edutiant;2;87/83/2823;54;54;1;3
425;Laval;Edutiant;4;85/83/2823;24;24;1;8
462;Lens;Edutiant;1;21/82/2823;288;8;1;8
474;Lens;Edutiant;1;85/83/2823;52;152;2;6
486;Lille Europe;Edutiant;2;17/83/2823;64;64;1;7
498;Lille Europe;Edutiant;2;88/82/2823;8;251;8;18
527;Lille Flandres;Edutiant;4;89/83/2823;8;52;8;5
536;Lorient;Edutiant;4;18/83/2823;25;25;8;9
575;Lyon;Edutiant;4;88/83/2823;54;54;8;12
583;Marseille;Edutiant;2;16/83/2823;12;13;1;1
689;Marseille Saint-Charles;Edutiant;2;21/82/2823;25;25;1;1
621;Marseille Saint-Charles;Edutiant;2;85/83/2823;24;24;1;5
632;Massy;Edutiant;1;16/83/2823;8;25;8;5
645;Massy;Edutiant;1;88/82/2823;8;25;8;6
657;Metz;Edutiant;2;28/82/2823;8;25;8;7
665;Metz;Edutiant;2;28/82/2823;8;24;8;8
688;Metz;Edutiant;2;15/83/2823;8;68;8;7
741;Mulhouse;Edutiant;2;27/83/2823;8;58;8;8
758;Nancy;Edutiant;2;14/83/2823;8;452;8;8
798;Nice;Edutiant;2;13/83/2823;8;25;8;8
818;Nice;Edutiant;2;84/82/2823;8;25;8;8
822;Nice;Edutiant;2;16/82/2823;8;258;8;3
863;Paris;Edutiant;1;29/83/2823;8;18;8;2
882;Paris Austerlitz;Edutiant;1;85/82/2823;8;82;8;8
895;Paris Austerlitz;Edutiant;1;18/82/2823;8;48;8;6
954;Paris Est;Edutiant;2;28/82/2823;8;135;8;5
967;Paris Est;Edutiant;2;13/83/2823;8;64;8;8
1881;Paris Gare de Lyon;Edutiant;1;28/83/2823;8;251;8;8
1814;Paris Gare de Lyon;Edutiant;1;12/82/2823;8;23;8;5
1841;Paris Montparnasse;Edutiant;1;11/83/2823;8;258;8;2
1874;Paris Nord;Edutiant;2;23/82/2823;8;288;8;8
1887;Paris Nord;Edutiant;2;88/83/2823;8;541;8;2
1145;Paris St Lazare;Edutiant;2;23/82/2823;8;23;8;35
1184;Poitiers;Edutiant;2;13/82/2823;8;288;8;8
1288;Poitiers;Edutiant;2;89/83/2823;8;288;8;8
1241;Reims;Edutiant;2;28/83/2823;8;251;8;5
1365;Roissy;Edutiant;3;83/82/2823;8;51;8;8
1391;Rouen;Edutiant;4;81/83/2823;8;135;8;3
1418;Rouen Rive Droite;Edutiant;1;28/83/2823;8;25;8;6
1471;Strasbourg;Edutiant;4;18/83/2823;8;54;8;68
1495;Strasbourg;Edutiant;4;13/82/2823;8;23;8;8
1519;Strasbourg;Edutiant;4;89/83/2823;8;12;8;12
1543;Strasbourg;Edutiant;4;12/82/2823;8;258;8;35
1567;Strasbourg;Edutiant;4;88/83/2823;8;841;8;1
1591;Strasbourg;Edutiant;4;18/83/2823;8;251;8;7
1617;Toulon;Edutiant;2;15/82/2823;8;36;8;8
1639;Toulon;Edutiant;2;89/83/2823;8;36;8;8
1658;Toulon;Edutiant;2;28/83/2823;8;18;8;8
1686;Toulouse Matabiau;Edutiant;2;87/83/2823;8;288;8;8
1698;Toulouse Matabiau;Edutiant;2;19/83/2823;8;841;8;8
1718;Toulouse Matabiau;Edutiant;2;89/83/2823;8;64;8;3
1722;Toulouse Matabiau;Edutiant;2;21/83/2823;8;251;8;8
1734;Toulouse Matabiau;Edutiant;2;12/82/2823;8;82;8;8
1746;Toulouse Matabiau;Edutiant;2;24/82/2823;8;58;8;8
1887;Tours;Edutiant;2;88/83/2823;8;135;8;2
79;Angouleme;Technicien, Agent de maitrise;4;82/83/2823;8;258;8;8
98;Angouleme;Technicien, Agent de maitrise;4;13/83/2823;8;68;8;8
117;Avignon;Technicien, Agent de maitrise;2;19/82/2823;8;82;8;8
128;Avignon;Technicien, Agent de maitrise;2;82/83/2823;8;254;8;3
165;Belfort ;Technicien, Agent de maitrise;3;18/82/2823;8;98;8;35
177;Belfort ;Technicien, Agent de maitrise;3;82/83/2823;8;68;8;5
213;Biarritz;Technicien, Agent de maitrise;2;17/82/2823;8;541;8;7
224;Biarritz;Technicien, Agent de maitrise;2;28/82/2823;8;64;8;6
385;Cherbourg;Technicien, Agent de maitrise;2;11/82/2823;8;156;8;6
369;Dijon;Technicien, Agent de maitrise;2;26/82/2823;8;58;8;8
431;Laval;Technicien, Agent de maitrise;2;11/83/2823;8;841;8;5
439;Le Mans;Technicien, Agent de maitrise;2;19/83/2823;8;25;8;23
488;Lille Europe;Technicien, Agent de maitrise;1;19/83/2823;8;82;8;8
512;Lille Flandres;Technicien, Agent de maitrise;2;22/82/2823;8;24;8;8
559;Lyon;Technicien, Agent de maitrise;2;28/82/2823;8;98;8;9
578;Lyon;Technicien, Agent de maitrise;2;83/83/2823;8;25;8;5
638;Massy;Technicien, Agent de maitrise;2;14/83/2823;8;254;8;8
656;Metz;Technicien, Agent de maitrise;2;19/82/2823;8;41;8;1
679;Metz;Technicien, Agent de maitrise;2;14/83/2823;8;25;8;1
784;Montpellier Saint-Roch;Technicien, Agent de maitrise;1;18/82/2823;8;185;8;5
743;Mulhouse;Technicien, Agent de maitrise;2;29/83/2823;8;36;8;8
774;Nantes;Technicien, Agent de maitrise;2;17/82/2823;8;24;8;8
815;Nice;Technicien, Agent de maitrise;1;89/82/2823;8;54;8;5
986;Paris Austerlitz;Technicien, Agent de maitrise;2;81/83/2823;8;51;8;1
919;Paris Bercy;Technicien, Agent de maitrise;4;14/83/2823;8;25;8;2
938;Paris Bercy;Technicien, Agent de maitrise;4;84/82/2823;8;98;8;7
959;Paris Est;Technicien, Agent de maitrise;4;85/83/2823;8;58;8;8
1887;Paris Gare de Lyon;Technicien, Agent de maitrise;4;85/82/2823;8;25;8;8
1879;Paris Nord;Technicien, Agent de maitrise;2;28/82/2823;8;23;8;5
1118;Paris St Lazare;Technicien, Agent de maitrise;2;89/83/2823;8;251;8;2
1136;Paris St Lazare;Technicien, Agent de maitrise;2;14/82/2823;8;36;8;2
1146;Perpignan;Technicien, Agent de maitrise;1;24/82/2823;8;24;8;1
88;Perpignan;Technicien, Agent de maitrise;1;88/83/2823;8;36;8;6
1178;Perpignan;Technicien, Agent de maitrise;1;28/83/2823;8;25;8;7
1221;Reims;Technicien, Agent de maitrise;1;22/83/2823;8;25;8;5
1233;Reims;Technicien, Agent de maitrise;1;12/83/2823;8;24;8;2
1265;Reims;Technicien, Agent de maitrise;1;23/82/2823;8;58;8;19
1377;Roissy;Technicien, Agent de maitrise;2;15/82/2823;8;51;8;21
1386;Rouen;Technicien, Agent de maitrise;2;24/82/2823;8;24;8;2
1449;Rouen Rive Droite;Technicien, Agent de maitrise;1;18/83/2823;8;54;8;15
1614;Toulon;Technicien, Agent de maitrise;2;12/82/2823;8;254;8;7
1625;Toulon;Technicien, Agent de maitrise;2;23/82/2823;8;82;8;28
1697;Toulouse Matabiau;Technicien, Agent de maitrise;1;18/83/2823;8;121;8;9
1721;Toulouse Matabiau;Technicien, Agent de maitrise;1;28/83/2823;8;25;8;5
1745;Toulouse Matabiau;Technicien, Agent de maitrise;1;23/82/2823;8;254;8;25
1775;Tours;Technicien, Agent de maitrise;1;84/82/2823;8;185;8;12
1823;Troyes;Technicien, Agent de maitrise;2;24/83/2823;8;52;8;9
1847;Troyes;Technicien, Agent de maitrise;2;85/82/2823;8;25;8;5
1871;Troyes;Technicien, Agent de maitrise;2;81/83/2823;8;258;8;41
1983;Valence;Technicien, Agent de maitrise;1;12/82/2823;8;25;8;1
1914;Valence;Technicien, Agent de maitrise;1;23/82/2823;8;98;8;52
1961;Versailles;Technicien, Agent de maitrise;2;28/83/2823;8;12;8;1
123;Avignon;Agriculteur, Exploitant agricole;3;25/82/2823;258;258;1;2
134;Avignon;Agriculteur, Exploitant agricole;3;88/83/2823;85;85;1;7
219;Biarritz;Agriculteur, Exploitant agricole;2;23/82/2823;41;41;1;8
326;Colmar;Agriculteur, Exploitant agricole;2;84/83/2823;48;48;1;6
435;Laval;Agriculteur, Exploitant agricole;2;15/83/2823;58;58;1;68
553;Lorient;Agriculteur, Exploitant agricole;2;14/82/2823;54;54;1;35
683;Marseille Saint-Charles;Agriculteur, Exploitant agricole;2;15/82/2823;543;543;1;8
638;Massy;Agriculteur, Exploitant agricole;4;81/82/2823;185;185;1;9
651;Massy;Agriculteur, Exploitant agricole;4;14/82/2823;251;251;1;3
795;Nantes;Agriculteur, Exploitant agricole;2;18/83/2823;23;23;1;6
926;Paris Bercy;Agriculteur, Exploitant agricole;1;21/83/2823;23;23;1;8
937;Paris Bercy;Agriculteur, Exploitant agricole;1;11/82/2823;58;58;1;8
1835;Paris Montparnasse;Agriculteur, Exploitant agricole;2;85/83/2823;82;82;1;8
1262;Reims;Agriculteur, Exploitant agricole;4;28/82/2823;541;541;1;6
1491;Strasbourg;Agriculteur, Exploitant agricole;2;89/82/2823;185;185;1;8
1515;Strasbourg;Agriculteur, Exploitant agricole;2;85/83/2823;452;452;1;8
1539;Strasbourg;Agriculteur, Exploitant agricole;2;88/82/2823;24;24;1;3
1563;Strasbourg;Agriculteur, Exploitant agricole;2;84/83/2823;25;25;1;8
1587;Strasbourg;Agriculteur, Exploitant agricole;2;28/83/2823;258;258;1;8
1611;Strasbourg;Agriculteur, Exploitant agricole;2;89/82/2823;841;841;1;12
1923;Valence;Agriculteur, Exploitant agricole;2;84/83/2823;36;36;1;8
1934;Valence;Agriculteur, Exploitant agricole;2;15/83/2823;18;18;1;8
1945;Valence;Agriculteur, Exploitant agricole;2;26/83/2823;36;36;1;8
75;Angouleme;Artisan, Commercant, Chef d'entreprise TPE;3;26/82/2823;24;24;1;5
86;Angouleme;Artisan, Commercant, Chef d'entreprise TPE;3;89/83/2823;48;48;1;35
145;Bayonne;Artisan, Commercant, Chef d'entreprise TPE;1;19/83/2823;12;12;1;8
579;Marseille;Artisan, Commercant, Chef d'entreprise TPE;1;12/83/2823;18;18;1;5
614;Marseille Saint-Charles;Artisan, Commercant, Chef d'entreprise TPE;2;26/82/2823;68;68;1;8
1358;Roissy;Artisan, Commercant, Chef d'entreprise TPE;1;17/83/2823;85;85;1;8
1371;Roissy;Artisan, Commercant, Chef d'entreprise TPE;1;89/82/2823;86;86;1;12
1382;Rouen;Artisan, Commercant, Chef d'entreprise TPE;4;28/82/2823;64;64;1;8
1393;Rouen;Artisan, Commercant, Chef d'entreprise TPE;4;83/83/2823;541;541;1;8
1659;Toulon;Artisan, Commercant, Chef d'entreprise TPE;2;88/82/2823;58;58;1;2
1678;Toulon;Artisan, Commercant, Chef d'entreprise TPE;2;19/82/2823;52;52;1;7
1766;Tours;Artisan, Commercant, Chef d'entreprise TPE;1;16/83/2823;251;251;1;52
49;Angers;Autre;9;21/83/2823;64;64;1;8
243;Bordeaux;Autre;4;19/83/2823;68;68;1;8
433;Laval;Autre;2;13/83/2823;251;251;1;8
459;Le Mans;Autre;2;18/82/2823;51;51;1;8
587;Lille Europe;Autre;2;17/82/2823;185;185;1;35
627;Massy;Autre;1;11/83/2823;841;841;1;8
686;Metz;Autre;1;21/83/2823;23;23;1;8
817;Nice;Autre;4;11/82/2823;23;23;1;2
1881;Paris Nord;Autre;2;82/83/2823;18;18;1;8
1894;Paris Nord;Autre;2;15/83/2823;25;25;1;8
83;Perpignan;Autre;2;83/83/2823;541;541;1;8
1177;Perpignan;Autre;2;86/82/2823;254;254;1;1
1486;Rouen Rive Droite;Autre;2;16/83/2823;82;82;1;2
1417;Rouen Rive Droite;Autre;2;86/82/2823;254;254;1;12
1489;Strasbourg;Autre;4;87/82/2823;68;68;1;6
1513;Strasbourg;Autre;4;83/83/2823;584;584;1;8
1537;Strasbourg;Autre;4;86/82/2823;82;82;1;5
1561;Strasbourg;Autre;4;82/83/2823;24;24;1;8
1585;Strasbourg;Autre;4;26/83/2823;25;25;1;3
1689;Strasbourg;Autre;4;87/82/2823;258;258;1;8
1;Aix en Provence-TGV;Cadre, Chef d'entreprise ;3;81/82/2823;25;25;1;8
25;Amiens;Cadre, Chef d'entreprise ;5;25/82/2823;288;288;1;8
171;Belfort ;Cadre, Chef d'entreprise ;2;24/82/2823;254;254;1;9
241;Bordeaux;Cadre, Chef d'entreprise ;1;17/83/2823;41;41;1;8
254;Caen;Cadre, Chef d'entreprise ;2;89/82/2823;258;258;1;8
267;Caen;Cadre, Chef d'entreprise ;2;22/82/2823;185;185;1;8
289;Cannes;Cadre, Chef d'entreprise ;2;16/83/2823;584;584;1;1
337;Colmar;Cadre, Chef d'entreprise ;2;15/83/2823;24;24;1;1
374;Grenoble;Cadre, Chef d'entreprise ;4;83/83/2823;68;68;1;6
385;Grenoble;Cadre, Chef d'entreprise ;4;14/83/2823;258;258;1;5
398;Hendaye;Cadre, Chef d'entreprise ;2;86/82/2823;185;185;1;8
478;Lens;Cadre, Chef d'entreprise ;2;81/83/2823;25;25;1;8
518;Lille Flandres;Cadre, Chef d'entreprise ;1;28/82/2823;841;841;1;2
566;Lyon;Cadre, Chef d'entreprise ;2;27/82/2823;58;58;1;6
577;Lyon;Cadre, Chef d'entreprise ;2;18/83/2823;23;23;1;1
673;Metz;Cadre, Chef d'entreprise ;2;88/83/2823;251;251;1;8
819;Nice;Cadre, Chef d'entreprise ;2;13/82/2823;18;18;1;8
913;Paris Austerlitz;Cadre, Chef d'entreprise ;1;88/83/2823;92;92;1;8
963;Paris Est;Cadre, Chef d'entreprise ;2;89/83/2823;25;25;1;5
1198;Poitiers;Cadre, Chef d'entreprise ;2;19/82/2823;24;24;1;5
1214;Poitiers;Cadre, Chef d'entreprise ;2;15/83/2823;528;528;1;6
1883;Tours;Cadre, Chef d'entreprise ;2;84/83/2823;18;18;1;8
1827;Troyes;Cadre, Chef d'entreprise ;4;28/83/2823;543;543;1;2
1851;Troyes;Cadre, Chef d'entreprise ;4;89/82/2823;841;841;1;5
1875;Troyes;Cadre, Chef d'entreprise ;4;85/83/2823;251;251;1;6
62;Angers;Enseignant, Professeur;9;13/82/2823;254;254;1;12
73;Angouleme;Enseignant, Professeur;2;24/82/2823;82;82;1;8
195;Besancon;Enseignant, Professeur;2;28/83/2823;48;48;1;8
363;Dijon;Enseignant, Professeur;1;28/82/2823;258;258;1;8
457;Le Mans;Enseignant, Professeur;2;16/82/2823;65;65;1;3
494;Lille Europe;Enseignant, Professeur;4;84/82/2823;258;258;1;8
531;Lille Flandres;Enseignant, Professeur;2;13/83/2823;54;54;1;1
758;Nancy;Enseignant, Professeur;2;81/82/2823;45;45;1;1
